bin1_start	bin1_end	bin2_start	bin2_end
45049000	45050000	45178000	45179000
44594000	44595000	45178000	45179000
44190000	44191000	45179000	45180000
45103000	45104000	45179000	45180000
44744000	44745000	45179000	45180000
44760000	44761000	45179000	45180000
44757000	44758000	45179000	45180000
45038000	45039000	45179000	45180000
44221000	44222000	45179000	45180000
44862000	44863000	45179000	45180000
44634000	44635000	45179000	45180000
44881000	44882000	45179000	45180000
45013000	45014000	45179000	45180000
44804000	44805000	45179000	45180000
45130000	45131000	45179000	45180000
44673000	44674000	45179000	45180000
45104000	45105000	45179000	45180000
44809000	44810000	45179000	45180000
44662000	44663000	45179000	45180000
45092000	45093000	45179000	45180000
44836000	44837000	45179000	45180000
45056000	45057000	45179000	45180000
44743000	44744000	45179000	45180000
44678000	44679000	45179000	45180000
44712000	44713000	45179000	45180000
44182000	44183000	45179000	45180000
44214000	44215000	45179000	45180000
44568000	44569000	45179000	45180000
44280000	44281000	45179000	45180000
44852000	44853000	45179000	45180000
44212000	44213000	45179000	45180000
44254000	44255000	45179000	45180000
44561000	44562000	45179000	45180000
45093000	45094000	45179000	45180000
44241000	44242000	45179000	45180000
44248000	44249000	45179000	45180000
44232000	44233000	45179000	45180000
44310000	44311000	45179000	45180000
44376000	44377000	45179000	45180000
44985000	44986000	45179000	45180000
44711000	44712000	45179000	45180000
44861000	44862000	45179000	45180000
45011000	45012000	45179000	45180000
45110000	45111000	45179000	45180000
44250000	44251000	45179000	45180000
44631000	44632000	45179000	45180000
44312000	44313000	45179000	45180000
44821000	44822000	45179000	45180000
44846000	44847000	45179000	45180000
45131000	45132000	45179000	45180000
44969000	44970000	45179000	45180000
44970000	44971000	45179000	45180000
45070000	45071000	45179000	45180000
44364000	44365000	45179000	45180000
45123000	45124000	45179000	45180000
44333000	44334000	45179000	45180000
44595000	44596000	45179000	45180000
44330000	44331000	45179000	45180000
44354000	44355000	45179000	45180000
45158000	45159000	45179000	45180000
44311000	44312000	45179000	45180000
44235000	44236000	45179000	45180000
44299000	44300000	45179000	45180000
44223000	44224000	45179000	45180000
44228000	44229000	45179000	45180000
44863000	44864000	45179000	45180000
44180000	44181000	45179000	45180000
44675000	44676000	45179000	45180000
44819000	44820000	45179000	45180000
44637000	44638000	45181000	45182000
45170000	45171000	45181000	45182000
44349000	44350000	45181000	45182000
45002000	45003000	45181000	45182000
45027000	45028000	45181000	45182000
45146000	45147000	45181000	45182000
44378000	44379000	45181000	45182000
44665000	44666000	45181000	45182000
44630000	44631000	45181000	45182000
44814000	44815000	45181000	45182000
44374000	44375000	45181000	45182000
44628000	44629000	45181000	45182000
45147000	45148000	45181000	45182000
44240000	44241000	45181000	45182000
45008000	45009000	45181000	45182000
44296000	44297000	45181000	45182000
44339000	44340000	45181000	45182000
44808000	44809000	45181000	45182000
44272000	44273000	45181000	45182000
44629000	44630000	45181000	45182000
44231000	44232000	45181000	45182000
44627000	44628000	45181000	45182000
45004000	45005000	45181000	45182000
45030000	45031000	45181000	45182000
45047000	45048000	45181000	45182000
44989000	44990000	45181000	45182000
44823000	44824000	45181000	45182000
44602000	44603000	45181000	45182000
44188000	44189000	45181000	45182000
44454000	44455000	45181000	45182000
44191000	44192000	45181000	45182000
44685000	44686000	45181000	45182000
44996000	44997000	45181000	45182000
45023000	45024000	45181000	45182000
44998000	44999000	45181000	45182000
44610000	44611000	45181000	45182000
45133000	45134000	45181000	45182000
44229000	44230000	45181000	45182000
44249000	44250000	45181000	45182000
44670000	44671000	45181000	45182000
45088000	45089000	45181000	45182000
45091000	45092000	45181000	45182000
44603000	44604000	45181000	45182000
45126000	45127000	45181000	45182000
44326000	44327000	45181000	45182000
45113000	45114000	45181000	45182000
45044000	45045000	45181000	45182000
45042000	45043000	45181000	45182000
45029000	45030000	45181000	45182000
44264000	44265000	45181000	45182000
44267000	44268000	45181000	45182000
44679000	44680000	45181000	45182000
45114000	45115000	45181000	45182000
44213000	44214000	45181000	45182000
44999000	45000000	45181000	45182000
44674000	44675000	45181000	45182000
44818000	44819000	45181000	45182000
45003000	45004000	45181000	45182000
44680000	44681000	45181000	45182000
45009000	45010000	45181000	45182000
44531000	44532000	45181000	45182000
44997000	44998000	45181000	45182000
44319000	44320000	45181000	45182000
44327000	44328000	45181000	45182000
45026000	45027000	45181000	45182000
44313000	44314000	45181000	45182000
44632000	44633000	45181000	45182000
44205000	44206000	45181000	45182000
44268000	44269000	45181000	45182000
44848000	44849000	45181000	45182000
45125000	45126000	45181000	45182000
44247000	44248000	45182000	45183000
44686000	44687000	45182000	45183000
44847000	44848000	45182000	45183000
44207000	44208000	45182000	45183000
44643000	44644000	45182000	45183000
44208000	44209000	45182000	45183000
44289000	44290000	45182000	45183000
44618000	44619000	45182000	45183000
45157000	45158000	45182000	45183000
44288000	44289000	45182000	45183000
44271000	44272000	45182000	45183000
44576000	44577000	45182000	45183000
44315000	44316000	45182000	45183000
44279000	44280000	45182000	45183000
44593000	44594000	45182000	45183000
45001000	45002000	45182000	45183000
44348000	44349000	45182000	45183000
45021000	45022000	45182000	45183000
45016000	45017000	45182000	45183000
44287000	44288000	45182000	45183000
44321000	44322000	45182000	45183000
44329000	44330000	45182000	45183000
44687000	44688000	45182000	45183000
44286000	44287000	45182000	45183000
44265000	44266000	45182000	45183000
45069000	45070000	45182000	45183000
44892000	44893000	45182000	45183000
45127000	45128000	45182000	45183000
45171000	45172000	45182000	45183000
45178000	45179000	45182000	45183000
45172000	45173000	45182000	45183000
44693000	44694000	45182000	45183000
44314000	44315000	45182000	45183000
45177000	45178000	45182000	45183000
45049000	45050000	45182000	45183000
44836000	44837000	45183000	45184000
45056000	45057000	45183000	45184000
44743000	44744000	45183000	45184000
44678000	44679000	45183000	45184000
44712000	44713000	45183000	45184000
44214000	44215000	45183000	45184000
44568000	44569000	45183000	45184000
44280000	44281000	45183000	45184000
44852000	44853000	45183000	45184000
44212000	44213000	45183000	45184000
44254000	44255000	45183000	45184000
44561000	44562000	45183000	45184000
45093000	45094000	45183000	45184000
45179000	45180000	45183000	45184000
44241000	44242000	45183000	45184000
44248000	44249000	45183000	45184000
44232000	44233000	45183000	45184000
44310000	44311000	45183000	45184000
44376000	44377000	45183000	45184000
44985000	44986000	45183000	45184000
44711000	44712000	45183000	45184000
44861000	44862000	45183000	45184000
45011000	45012000	45183000	45184000
45110000	45111000	45183000	45184000
44250000	44251000	45183000	45184000
44631000	44632000	45183000	45184000
44312000	44313000	45183000	45184000
44821000	44822000	45183000	45184000
44846000	44847000	45183000	45184000
45131000	45132000	45183000	45184000
44969000	44970000	45183000	45184000
44970000	44971000	45183000	45184000
45070000	45071000	45183000	45184000
44364000	44365000	45183000	45184000
45123000	45124000	45183000	45184000
44333000	44334000	45183000	45184000
44595000	44596000	45183000	45184000
44330000	44331000	45183000	45184000
44354000	44355000	45183000	45184000
45158000	45159000	45183000	45184000
44311000	44312000	45183000	45184000
44235000	44236000	45183000	45184000
44299000	44300000	45183000	45184000
44223000	44224000	45183000	45184000
44228000	44229000	45183000	45184000
44863000	44864000	45183000	45184000
44675000	44676000	45183000	45184000
44819000	44820000	45183000	45184000
44242000	44243000	45183000	45184000
45132000	45133000	45183000	45184000
44324000	44325000	45183000	45184000
45112000	45113000	45183000	45184000
44598000	44599000	45183000	45184000
44615000	44616000	45183000	45184000
44637000	44638000	45183000	45184000
45170000	45171000	45183000	45184000
44349000	44350000	45183000	45184000
45002000	45003000	45183000	45184000
45027000	45028000	45183000	45184000
45146000	45147000	45183000	45184000
44378000	44379000	45183000	45184000
44665000	44666000	45183000	45184000
44630000	44631000	45183000	45184000
44814000	44815000	45183000	45184000
44285000	44286000	45186000	45187000
45050000	45051000	45186000	45187000
44214000	44215000	45187000	45188000
44568000	44569000	45187000	45188000
44280000	44281000	45187000	45188000
44852000	44853000	45187000	45188000
44212000	44213000	45187000	45188000
44254000	44255000	45187000	45188000
44561000	44562000	45187000	45188000
45093000	45094000	45187000	45188000
45179000	45180000	45187000	45188000
44241000	44242000	45187000	45188000
44248000	44249000	45187000	45188000
44232000	44233000	45187000	45188000
44310000	44311000	45187000	45188000
44376000	44377000	45187000	45188000
44985000	44986000	45187000	45188000
44711000	44712000	45187000	45188000
44861000	44862000	45187000	45188000
45011000	45012000	45187000	45188000
45110000	45111000	45187000	45188000
44250000	44251000	45187000	45188000
44631000	44632000	45187000	45188000
44312000	44313000	45187000	45188000
44821000	44822000	45187000	45188000
44846000	44847000	45187000	45188000
45131000	45132000	45187000	45188000
44969000	44970000	45187000	45188000
44970000	44971000	45187000	45188000
45070000	45071000	45187000	45188000
44364000	44365000	45187000	45188000
45123000	45124000	45187000	45188000
45183000	45184000	45187000	45188000
44333000	44334000	45187000	45188000
44595000	44596000	45187000	45188000
44330000	44331000	45187000	45188000
44354000	44355000	45187000	45188000
45158000	45159000	45187000	45188000
44311000	44312000	45187000	45188000
44235000	44236000	45187000	45188000
44299000	44300000	45187000	45188000
44223000	44224000	45187000	45188000
44228000	44229000	45187000	45188000
44863000	44864000	45187000	45188000
44675000	44676000	45187000	45188000
44819000	44820000	45187000	45188000
44242000	44243000	45187000	45188000
45132000	45133000	45187000	45188000
44324000	44325000	45187000	45188000
45112000	45113000	45187000	45188000
44598000	44599000	45187000	45188000
44615000	44616000	45187000	45188000
44637000	44638000	45187000	45188000
45170000	45171000	45187000	45188000
44349000	44350000	45187000	45188000
45002000	45003000	45187000	45188000
45027000	45028000	45187000	45188000
45146000	45147000	45187000	45188000
44378000	44379000	45187000	45188000
44665000	44666000	45187000	45188000
44630000	44631000	45187000	45188000
44814000	44815000	45187000	45188000
44374000	44375000	45187000	45188000
44628000	44629000	45187000	45188000
45147000	45148000	45187000	45188000
44240000	44241000	45187000	45188000
45008000	45009000	45187000	45188000
44387000	44388000	45188000	45189000
44871000	44872000	45188000	45189000
45135000	45136000	45188000	45189000
44443000	44444000	45188000	45189000
44636000	44637000	45188000	45189000
44807000	44808000	45188000	45189000
44873000	44874000	45188000	45189000
44270000	44271000	45188000	45189000
45174000	45175000	45188000	45189000
44226000	44227000	45188000	45189000
45025000	45026000	45188000	45189000
44211000	44212000	45188000	45189000
44227000	44228000	45188000	45189000
44563000	44564000	45188000	45189000
44564000	44565000	45188000	45189000
44336000	44337000	45188000	45189000
44190000	44191000	45188000	45189000
45103000	45104000	45188000	45189000
44744000	44745000	45188000	45189000
44760000	44761000	45188000	45189000
44757000	44758000	45188000	45189000
45038000	45039000	45188000	45189000
44221000	44222000	45188000	45189000
44862000	44863000	45188000	45189000
44634000	44635000	45188000	45189000
44881000	44882000	45188000	45189000
45013000	45014000	45188000	45189000
44804000	44805000	45188000	45189000
45130000	45131000	45188000	45189000
44673000	44674000	45188000	45189000
45104000	45105000	45188000	45189000
44809000	44810000	45188000	45189000
44662000	44663000	45188000	45189000
45092000	45093000	45188000	45189000
44836000	44837000	45188000	45189000
45056000	45057000	45188000	45189000
44743000	44744000	45188000	45189000
44678000	44679000	45188000	45189000
44712000	44713000	45188000	45189000
44214000	44215000	45188000	45189000
44568000	44569000	45188000	45189000
44280000	44281000	45188000	45189000
44852000	44853000	45188000	45189000
44212000	44213000	45188000	45189000
44254000	44255000	45188000	45189000
44561000	44562000	45188000	45189000
45093000	45094000	45188000	45189000
45179000	45180000	45188000	45189000
44241000	44242000	45188000	45189000
44248000	44249000	45188000	45189000
44232000	44233000	45188000	45189000
44310000	44311000	45188000	45189000
44376000	44377000	45188000	45189000
44985000	44986000	45188000	45189000
44711000	44712000	45188000	45189000
44861000	44862000	45188000	45189000
45011000	45012000	45188000	45189000
45110000	45111000	45188000	45189000
44250000	44251000	45188000	45189000
44631000	44632000	45188000	45189000
44312000	44313000	45188000	45189000
44821000	44822000	45188000	45189000
44846000	44847000	45188000	45189000
45131000	45132000	45188000	45189000
44969000	44970000	45188000	45189000
44970000	44971000	45188000	45189000
45070000	45071000	45188000	45189000
44364000	44365000	45188000	45189000
45123000	45124000	45188000	45189000
45183000	45184000	45188000	45189000
45103000	45104000	45190000	45191000
44744000	44745000	45190000	45191000
44760000	44761000	45190000	45191000
44757000	44758000	45190000	45191000
45038000	45039000	45190000	45191000
44221000	44222000	45190000	45191000
44862000	44863000	45190000	45191000
44634000	44635000	45190000	45191000
44881000	44882000	45190000	45191000
45013000	45014000	45190000	45191000
44804000	44805000	45190000	45191000
45130000	45131000	45190000	45191000
44673000	44674000	45190000	45191000
45104000	45105000	45190000	45191000
44809000	44810000	45190000	45191000
44662000	44663000	45190000	45191000
45092000	45093000	45190000	45191000
44836000	44837000	45190000	45191000
45056000	45057000	45190000	45191000
45188000	45189000	45190000	45191000
44743000	44744000	45190000	45191000
44678000	44679000	45190000	45191000
44712000	44713000	45190000	45191000
44214000	44215000	45190000	45191000
44568000	44569000	45190000	45191000
44280000	44281000	45190000	45191000
44852000	44853000	45190000	45191000
44212000	44213000	45190000	45191000
44254000	44255000	45190000	45191000
44561000	44562000	45190000	45191000
45093000	45094000	45190000	45191000
45179000	45180000	45190000	45191000
44241000	44242000	45190000	45191000
44248000	44249000	45190000	45191000
44232000	44233000	45190000	45191000
44310000	44311000	45190000	45191000
44376000	44377000	45190000	45191000
44985000	44986000	45190000	45191000
44711000	44712000	45190000	45191000
44861000	44862000	45190000	45191000
45011000	45012000	45190000	45191000
45110000	45111000	45190000	45191000
44250000	44251000	45190000	45191000
44631000	44632000	45190000	45191000
44312000	44313000	45190000	45191000
44821000	44822000	45190000	45191000
44846000	44847000	45190000	45191000
45131000	45132000	45190000	45191000
44969000	44970000	45190000	45191000
44970000	44971000	45190000	45191000
45070000	45071000	45190000	45191000
44364000	44365000	45190000	45191000
45123000	45124000	45190000	45191000
45183000	45184000	45190000	45191000
44333000	44334000	45190000	45191000
44595000	44596000	45190000	45191000
44330000	44331000	45190000	45191000
44354000	44355000	45190000	45191000
45158000	45159000	45190000	45191000
45187000	45188000	45190000	45191000
44311000	44312000	45190000	45191000
44235000	44236000	45190000	45191000
44299000	44300000	45190000	45191000
44223000	44224000	45190000	45191000
44228000	44229000	45190000	45191000
44863000	44864000	45190000	45191000
44675000	44676000	45190000	45191000
44819000	44820000	45190000	45191000
44567000	44568000	45191000	45192000
45024000	45025000	45191000	45192000
44246000	44247000	45191000	45192000
45018000	45019000	45191000	45192000
45048000	45049000	45191000	45192000
45040000	45041000	45191000	45192000
44196000	44197000	45191000	45192000
44245000	44246000	45191000	45192000
44788000	44789000	45191000	45192000
45175000	45176000	45191000	45192000
44294000	44295000	45191000	45192000
44622000	44623000	45191000	45192000
44356000	44357000	45191000	45192000
44338000	44339000	45191000	45192000
44199000	44200000	45191000	45192000
44676000	44677000	45191000	45192000
44736000	44737000	45191000	45192000
44800000	44801000	45191000	45192000
44596000	44597000	45191000	45192000
45062000	45063000	45191000	45192000
45081000	45082000	45191000	45192000
45144000	45145000	45191000	45192000
44365000	44366000	45191000	45192000
44608000	44609000	45191000	45192000
44383000	44384000	45191000	45192000
44669000	44670000	45191000	45192000
44786000	44787000	45191000	45192000
44830000	44831000	45191000	45192000
44968000	44969000	45191000	45192000
44990000	44991000	45191000	45192000
44217000	44218000	45191000	45192000
44302000	44303000	45191000	45192000
44742000	44743000	45191000	45192000
44833000	44834000	45191000	45192000
44812000	44813000	45191000	45192000
45152000	45153000	45191000	45192000
44782000	44783000	45191000	45192000
44880000	44881000	45191000	45192000
45080000	45081000	45191000	45192000
45173000	45174000	45191000	45192000
45139000	45140000	45191000	45192000
44340000	44341000	45191000	45192000
44455000	44456000	45191000	45192000
45028000	45029000	45191000	45192000
44215000	44216000	45191000	45192000
44831000	44832000	45191000	45192000
44997000	44998000	45192000	45193000
44319000	44320000	45192000	45193000
44327000	44328000	45192000	45193000
45026000	45027000	45192000	45193000
44313000	44314000	45192000	45193000
44632000	44633000	45192000	45193000
44205000	44206000	45192000	45193000
44268000	44269000	45192000	45193000
44848000	44849000	45192000	45193000
45125000	45126000	45192000	45193000
44210000	44211000	45192000	45193000
44247000	44248000	45192000	45193000
44686000	44687000	45192000	45193000
44847000	44848000	45192000	45193000
44207000	44208000	45192000	45193000
44643000	44644000	45192000	45193000
44208000	44209000	45192000	45193000
44289000	44290000	45192000	45193000
44618000	44619000	45192000	45193000
45157000	45158000	45192000	45193000
44288000	44289000	45192000	45193000
44271000	44272000	45192000	45193000
44576000	44577000	45192000	45193000
44315000	44316000	45192000	45193000
44279000	44280000	45192000	45193000
44593000	44594000	45192000	45193000
45001000	45002000	45192000	45193000
44348000	44349000	45192000	45193000
45021000	45022000	45192000	45193000
45016000	45017000	45192000	45193000
44287000	44288000	45192000	45193000
44321000	44322000	45192000	45193000
44329000	44330000	45192000	45193000
44687000	44688000	45192000	45193000
45182000	45183000	45192000	45193000
44286000	44287000	45192000	45193000
44265000	44266000	45192000	45193000
45069000	45070000	45192000	45193000
44892000	44893000	45192000	45193000
45127000	45128000	45192000	45193000
45171000	45172000	45192000	45193000
45178000	45179000	45192000	45193000
45172000	45173000	45192000	45193000
44693000	44694000	45192000	45193000
44314000	44315000	45192000	45193000
45177000	45178000	45192000	45193000
44333000	44334000	45193000	45194000
44595000	44596000	45193000	45194000
44330000	44331000	45193000	45194000
44354000	44355000	45193000	45194000
45158000	45159000	45193000	45194000
45187000	45188000	45193000	45194000
44311000	44312000	45193000	45194000
44235000	44236000	45193000	45194000
44299000	44300000	45193000	45194000
44223000	44224000	45193000	45194000
44228000	44229000	45193000	45194000
44863000	44864000	45193000	45194000
44675000	44676000	45193000	45194000
44819000	44820000	45193000	45194000
44242000	44243000	45193000	45194000
45132000	45133000	45193000	45194000
44324000	44325000	45193000	45194000
45112000	45113000	45193000	45194000
44598000	44599000	45193000	45194000
44615000	44616000	45193000	45194000
44637000	44638000	45193000	45194000
45170000	45171000	45193000	45194000
44349000	44350000	45193000	45194000
45002000	45003000	45193000	45194000
45027000	45028000	45193000	45194000
45146000	45147000	45193000	45194000
44378000	44379000	45193000	45194000
44665000	44666000	45193000	45194000
44630000	44631000	45193000	45194000
44814000	44815000	45193000	45194000
44374000	44375000	45193000	45194000
44628000	44629000	45193000	45194000
45147000	45148000	45193000	45194000
44240000	44241000	45193000	45194000
45008000	45009000	45193000	45194000
44296000	44297000	45193000	45194000
44339000	44340000	45193000	45194000
44808000	44809000	45193000	45194000
44272000	44273000	45193000	45194000
44629000	44630000	45193000	45194000
44231000	44232000	45193000	45194000
44627000	44628000	45193000	45194000
45004000	45005000	45193000	45194000
45030000	45031000	45193000	45194000
45047000	45048000	45193000	45194000
44989000	44990000	45193000	45194000
44823000	44824000	45193000	45194000
44602000	44603000	45193000	45194000
44454000	44455000	45193000	45194000
44685000	44686000	45193000	45194000
44996000	44997000	45193000	45194000
45023000	45024000	45193000	45194000
45181000	45182000	45193000	45194000
44998000	44999000	45193000	45194000
44610000	44611000	45193000	45194000
45133000	45134000	45193000	45194000
44229000	44230000	45193000	45194000
44249000	44250000	45193000	45194000
44670000	44671000	45193000	45194000
45088000	45089000	45193000	45194000
45091000	45092000	45193000	45194000
44603000	44604000	45193000	45194000
45126000	45127000	45193000	45194000
44326000	44327000	45193000	45194000
45113000	45114000	45193000	45194000
45044000	45045000	45193000	45194000
44279000	44280000	45196000	45197000
44593000	44594000	45196000	45197000
45001000	45002000	45196000	45197000
44348000	44349000	45196000	45197000
45192000	45193000	45196000	45197000
45021000	45022000	45196000	45197000
45016000	45017000	45196000	45197000
44287000	44288000	45196000	45197000
44321000	44322000	45196000	45197000
44329000	44330000	45196000	45197000
44687000	44688000	45196000	45197000
45182000	45183000	45196000	45197000
44286000	44287000	45196000	45197000
44265000	44266000	45196000	45197000
45069000	45070000	45196000	45197000
44892000	44893000	45196000	45197000
45127000	45128000	45196000	45197000
45171000	45172000	45196000	45197000
45178000	45179000	45196000	45197000
45172000	45173000	45196000	45197000
44693000	44694000	45196000	45197000
44314000	44315000	45196000	45197000
45177000	45178000	45196000	45197000
45049000	45050000	45196000	45197000
44594000	44595000	45196000	45197000
44630000	44631000	45198000	45199000
44814000	44815000	45198000	45199000
44374000	44375000	45198000	45199000
45193000	45194000	45198000	45199000
44628000	44629000	45198000	45199000
45147000	45148000	45198000	45199000
44240000	44241000	45198000	45199000
45008000	45009000	45198000	45199000
44296000	44297000	45198000	45199000
44339000	44340000	45198000	45199000
44808000	44809000	45198000	45199000
44272000	44273000	45198000	45199000
44629000	44630000	45198000	45199000
44231000	44232000	45198000	45199000
44627000	44628000	45198000	45199000
45004000	45005000	45198000	45199000
45030000	45031000	45198000	45199000
45047000	45048000	45198000	45199000
44989000	44990000	45198000	45199000
44823000	44824000	45198000	45199000
44602000	44603000	45198000	45199000
44454000	44455000	45198000	45199000
44685000	44686000	45198000	45199000
44996000	44997000	45198000	45199000
45023000	45024000	45198000	45199000
45181000	45182000	45198000	45199000
44998000	44999000	45198000	45199000
44610000	44611000	45198000	45199000
45133000	45134000	45198000	45199000
44229000	44230000	45198000	45199000
44249000	44250000	45198000	45199000
44670000	44671000	45198000	45199000
45088000	45089000	45198000	45199000
45091000	45092000	45198000	45199000
44603000	44604000	45198000	45199000
45126000	45127000	45198000	45199000
44326000	44327000	45198000	45199000
45113000	45114000	45198000	45199000
45044000	45045000	45198000	45199000
45042000	45043000	45198000	45199000
45029000	45030000	45198000	45199000
44264000	44265000	45198000	45199000
44267000	44268000	45198000	45199000
44679000	44680000	45198000	45199000
45114000	45115000	45198000	45199000
44213000	44214000	45198000	45199000
44999000	45000000	45198000	45199000
44674000	44675000	45198000	45199000
44818000	44819000	45198000	45199000
45003000	45004000	45198000	45199000
44680000	44681000	45198000	45199000
45009000	45010000	45198000	45199000
44531000	44532000	45198000	45199000
44997000	44998000	45198000	45199000
44319000	44320000	45198000	45199000
44327000	44328000	45198000	45199000
45026000	45027000	45198000	45199000
44313000	44314000	45198000	45199000
44632000	44633000	45198000	45199000
44205000	44206000	45198000	45199000
44268000	44269000	45198000	45199000
44848000	44849000	45198000	45199000
45125000	45126000	45198000	45199000
44210000	44211000	45198000	45199000
44247000	44248000	45198000	45199000
44686000	44687000	45198000	45199000
44847000	44848000	45198000	45199000
44207000	44208000	45198000	45199000
44643000	44644000	45198000	45199000
44208000	44209000	45198000	45199000
44289000	44290000	45198000	45199000
44618000	44619000	45198000	45199000
45157000	45158000	45198000	45199000
44321000	44322000	45199000	45200000
44329000	44330000	45199000	45200000
44687000	44688000	45199000	45200000
45182000	45183000	45199000	45200000
44286000	44287000	45199000	45200000
44265000	44266000	45199000	45200000
45069000	45070000	45199000	45200000
44892000	44893000	45199000	45200000
45127000	45128000	45199000	45200000
45171000	45172000	45199000	45200000
45196000	45197000	45199000	45200000
45178000	45179000	45199000	45200000
45172000	45173000	45199000	45200000
44693000	44694000	45199000	45200000
44314000	44315000	45199000	45200000
45177000	45178000	45199000	45200000
45049000	45050000	45199000	45200000
44594000	44595000	45199000	45200000
44320000	44321000	45199000	45200000
44321000	44322000	45200000	45201000
44329000	44330000	45200000	45201000
44687000	44688000	45200000	45201000
45182000	45183000	45200000	45201000
44286000	44287000	45200000	45201000
44265000	44266000	45200000	45201000
45069000	45070000	45200000	45201000
44892000	44893000	45200000	45201000
45127000	45128000	45200000	45201000
45171000	45172000	45200000	45201000
45196000	45197000	45200000	45201000
45178000	45179000	45200000	45201000
45172000	45173000	45200000	45201000
44693000	44694000	45200000	45201000
44314000	44315000	45200000	45201000
45177000	45178000	45200000	45201000
45049000	45050000	45200000	45201000
45199000	45200000	45200000	45201000
44594000	44595000	45200000	45201000
44320000	44321000	45200000	45201000
44680000	44681000	45201000	45202000
45009000	45010000	45201000	45202000
44531000	44532000	45201000	45202000
44997000	44998000	45201000	45202000
44319000	44320000	45201000	45202000
44327000	44328000	45201000	45202000
45026000	45027000	45201000	45202000
44313000	44314000	45201000	45202000
44632000	44633000	45201000	45202000
44205000	44206000	45201000	45202000
44268000	44269000	45201000	45202000
44848000	44849000	45201000	45202000
45125000	45126000	45201000	45202000
44210000	44211000	45201000	45202000
44247000	44248000	45201000	45202000
44686000	44687000	45201000	45202000
44847000	44848000	45201000	45202000
44207000	44208000	45201000	45202000
44643000	44644000	45201000	45202000
44208000	44209000	45201000	45202000
44289000	44290000	45201000	45202000
44618000	44619000	45201000	45202000
45157000	45158000	45201000	45202000
44288000	44289000	45201000	45202000
44271000	44272000	45201000	45202000
44576000	44577000	45201000	45202000
44315000	44316000	45201000	45202000
44279000	44280000	45201000	45202000
44593000	44594000	45201000	45202000
45001000	45002000	45201000	45202000
44348000	44349000	45201000	45202000
45192000	45193000	45201000	45202000
45021000	45022000	45201000	45202000
45016000	45017000	45201000	45202000
44287000	44288000	45201000	45202000
44321000	44322000	45201000	45202000
44329000	44330000	45201000	45202000
44687000	44688000	45201000	45202000
45182000	45183000	45201000	45202000
44286000	44287000	45201000	45202000
44265000	44266000	45201000	45202000
45069000	45070000	45201000	45202000
44892000	44893000	45201000	45202000
45127000	45128000	45201000	45202000
45171000	45172000	45201000	45202000
45196000	45197000	45201000	45202000
45178000	45179000	45201000	45202000
45172000	45173000	45201000	45202000
44693000	44694000	45201000	45202000
44336000	44337000	45202000	45203000
45103000	45104000	45202000	45203000
44744000	44745000	45202000	45203000
44760000	44761000	45202000	45203000
44757000	44758000	45202000	45203000
45038000	45039000	45202000	45203000
44221000	44222000	45202000	45203000
44862000	44863000	45202000	45203000
44634000	44635000	45202000	45203000
44881000	44882000	45202000	45203000
45013000	45014000	45202000	45203000
44804000	44805000	45202000	45203000
45130000	45131000	45202000	45203000
44673000	44674000	45202000	45203000
45104000	45105000	45202000	45203000
44809000	44810000	45202000	45203000
44662000	44663000	45202000	45203000
45092000	45093000	45202000	45203000
44836000	44837000	45202000	45203000
45056000	45057000	45202000	45203000
45188000	45189000	45202000	45203000
44743000	44744000	45202000	45203000
44678000	44679000	45202000	45203000
44712000	44713000	45202000	45203000
44214000	44215000	45202000	45203000
44568000	44569000	45202000	45203000
44280000	44281000	45202000	45203000
44852000	44853000	45202000	45203000
44212000	44213000	45202000	45203000
44254000	44255000	45202000	45203000
44561000	44562000	45202000	45203000
45093000	45094000	45202000	45203000
45179000	45180000	45202000	45203000
45190000	45191000	45202000	45203000
44241000	44242000	45202000	45203000
44248000	44249000	45202000	45203000
44232000	44233000	45202000	45203000
44310000	44311000	45202000	45203000
44376000	44377000	45202000	45203000
44985000	44986000	45202000	45203000
44711000	44712000	45202000	45203000
44861000	44862000	45202000	45203000
45011000	45012000	45202000	45203000
45110000	45111000	45202000	45203000
44250000	44251000	45202000	45203000
44631000	44632000	45202000	45203000
44312000	44313000	45202000	45203000
44821000	44822000	45202000	45203000
44846000	44847000	45202000	45203000
45131000	45132000	45202000	45203000
44969000	44970000	45202000	45203000
44970000	44971000	45202000	45203000
45070000	45071000	45202000	45203000
44364000	44365000	45202000	45203000
45123000	45124000	45202000	45203000
45183000	45184000	45202000	45203000
44333000	44334000	45202000	45203000
44595000	44596000	45202000	45203000
44330000	44331000	45202000	45203000
44354000	44355000	45202000	45203000
45158000	45159000	45202000	45203000
45187000	45188000	45202000	45203000
44311000	44312000	45202000	45203000
44235000	44236000	45202000	45203000
44299000	44300000	45202000	45203000
44223000	44224000	45202000	45203000
44228000	44229000	45202000	45203000
44863000	44864000	45202000	45203000
44675000	44676000	45202000	45203000
44819000	44820000	45202000	45203000
45175000	45176000	45203000	45204000
44294000	44295000	45203000	45204000
44622000	44623000	45203000	45204000
45191000	45192000	45203000	45204000
44356000	44357000	45203000	45204000
44338000	44339000	45203000	45204000
44676000	44677000	45203000	45204000
44736000	44737000	45203000	45204000
44800000	44801000	45203000	45204000
44596000	44597000	45203000	45204000
45062000	45063000	45203000	45204000
45081000	45082000	45203000	45204000
45144000	45145000	45203000	45204000
44365000	44366000	45203000	45204000
44608000	44609000	45203000	45204000
